Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Bahrain,BHR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.182360046,2.248901444,2.310709902,2.357844874,2.385626921,2.400757854,2.442687146,2.475076942,2.483786867,2.47336778,2.453164332,2.389236537,2.34143966,2.305485496,2.273077831,2.240306625,2.178590135,2.12893093,2.093050588,2.074634876,2.079767258,2.142861055,2.20186408,2.253412095,2.294856202,2.324232005,2.342487544,2.372302346,2.426333878,2.518809729,2.651190809
Bangladesh,BGD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.142894761,3.195740434,3.24515262,3.291845913,3.336124976,3.379013081,3.475877912,3.569686141,3.662559422,3.756845684,3.854105208,3.949009346,4.038927616,4.126059692,4.213674242,4.303867562,4.414050871,4.519264691,4.616179933,4.700921393,4.771824822,4.865900891,4.951116461,5.022874297,5.074235596,5.103355977,5.135613502,5.149475008,5.15839064,5.180351348,5.227003613
Barbados,BRB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,10.28451421,10.41599053,10.56427501,10.7191311,10.86891688,11.01276532,11.20318743,11.39577981,11.60372175,11.82876011,12.07520763,12.16110092,12.23809088,12.31113007,12.37957891,12.45028463,12.55851836,12.67097237,12.81175655,12.99839205,13.25093662,13.46492948,13.7186686,14.01215634,14.33752537,14.68576075,15.04184803,15.4109254,15.80269396,16.23099033,16.70221836
Belarus,BLR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,10.67177322,11.01214796,11.39929019,11.7961916,12.14911601,12.42884224,12.73892211,12.94990486,13.10483153,13.26963938,13.47895667,13.79906906,14.15191768,14.47847893,14.68589737,14.72483834,14.71987204,14.5714236,14.34067274,14.11972371,13.96414911,13.95593565,14.00340404,14.09300318,14.20297538,14.32281401,14.41574703,14.5751252,14.84514817,15.20084135,15.58019553
Belgium,BEL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.99149956,15.25087293,15.45501479,15.61991225,15.77249681,15.92897523,16.14472572,16.35244037,16.54796837,16.72103604,16.86648934,17.00842881,17.12131876,17.20652168,17.26268896,17.29105634,17.31498026,17.29509276,17.26249907,17.26515064,17.33402726,17.43376273,17.59301774,17.78716513,17.97717202,18.1423094,18.37185871,18.58407909,18.78874374,19.00656607,19.25423286
Belize,BLZ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.130054598,4.192478339,4.271217143,4.363886612,4.454581515,4.526412934,4.394282612,4.253994043,4.121714355,4.006058882,3.907567273,3.829642088,3.750314432,3.665955275,3.576801782,3.476391825,3.568130876,3.668589583,3.781333212,3.916670639,4.078904932,4.128247289,4.185502959,4.249743286,4.326958451,4.416886237,4.510586319,4.615867727,4.736458777,4.86738926,5.008450109
Benin,BEN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.750208898,3.697000427,3.641226054,3.584887653,3.530070596,3.478384261,3.432853773,3.387141477,3.342088771,3.298570939,3.257305507,3.233215101,3.207708864,3.184073516,3.16625643,3.156049848,3.173984048,3.194306472,3.213286633,3.225739733,3.229890581,3.236776981,3.236231286,3.231996191,3.228298203,3.227718885,3.23552209,3.243951472,3.253605297,3.264884925,3.278466082
Bermuda,BMU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.829104528,2.951001811,3.078298872,3.211815335,3.348016627,3.48584041,3.574007554,3.661169203,3.746963466,3.831584703,3.916104504,4.014147505,4.109457841,4.204740387,4.303593372,4.406086269,4.555756682,4.705689482,4.854730328,4.999977887,5.14075066,5.273489899,5.403937678,5.528717879,5.642127515,5.743148558,5.842613356,5.924918484,6.003011713,6.092974373,6.20470498
Bolivia,BOL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.644972164,4.700138473,4.760575457,4.822087148,4.878774596,4.928015525,4.99862005,5.06440475,5.126543812,5.186200522,5.244703659,5.311206511,5.376003653,5.443955039,5.520595953,5.609248654,5.697036628,5.79339367,5.896875097,6.00514063,6.117166687,6.24274818,6.368150249,6.494597945,6.623526587,6.756138377,6.900623959,7.045878822,7.191947392,7.338631646,7.487204898
Bosnia and Herzegovina,BIH,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.584878915,7.048009083,7.557829177,8.104292859,8.665894073,9.219231924,9.597269171,9.932549444,10.24926245,10.58940725,10.97538479,11.50522219,12.10125481,12.69728957,13.18792283,13.51631503,13.75969877,13.83541344,13.82385555,13.84329719,13.95962512,14.01405287,14.11764086,14.23288393,14.34462775,14.48056941,15.07843743,15.74975571,16.47031747,17.20115117,17.91577042
Botswana,BWA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.285160512,3.301385335,3.301739425,3.292235778,3.277271019,3.255298556,3.248290391,3.241443108,3.240780696,3.246362087,3.254420586,3.239488427,3.210644816,3.178047945,3.15412905,3.145277748,3.174723352,3.215266236,3.258233937,3.293323054,3.316835296,3.42318633,3.520962406,3.616934006,3.720785706,3.836581607,3.957078179,4.086835852,4.223874346,4.365895341,4.512195174
Brazil,BRA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.261758821,4.366592714,4.4727789,4.57666573,4.673073499,4.7600728,4.860904028,4.951740049,5.040533851,5.137692708,5.249196838,5.387065786,5.539628151,5.699615519,5.85634318,6.005480029,6.165200089,6.317286075,6.470385136,6.635964066,6.820809393,7.03089721,7.252825982,7.4890724,7.741889194,8.0130436,8.301687306,8.605491994,8.922837832,9.251608036,9.592274616
British Virgin Islands,VGB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.611307161,2.60283235,2.594088181,2.590519062,2.598685802,2.621889241,2.565146312,2.511556043,2.465658136,2.418074247,2.368195939,2.491221466,2.606536671,2.716159109,2.827787098,2.95305028,3.078622493,3.191231182,3.281579038,3.346392086,3.38971712,3.484231168,3.592329613,3.718155091,3.876086283,4.073925,4.300619343,4.567781696,4.873147568,5.208811752,5.570095936
Bulgaria,BGR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.14603315,13.5794472,13.98344032,14.36718214,14.74020824,15.10631904,15.4857169,15.83924088,16.15351814,16.4093012,16.59466286,16.85500012,17.04297314,17.17473622,17.27201499,17.35076874,17.48070898,17.59050676,17.70390215,17.85833516,18.07867412,18.41206725,18.81418647,19.24928753,19.66189074,20.01883123,20.42934287,20.75760119,21.02191443,21.25296727,21.46792556
Burkina Faso,BFA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.28290641,3.255881382,3.217719307,3.170298465,3.114666725,3.05209835,3.006022032,2.952113281,2.892588053,2.829623864,2.764874256,2.730483691,2.692298932,2.651379287,2.609026513,2.565830696,2.552465888,2.536398171,2.517296954,2.494396377,2.467911853,2.461205952,2.450919071,2.437961938,2.423281434,2.407873964,2.409730759,2.408630041,2.406980829,2.407287537,2.411029124
Burundi,BDI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.755638627,2.730009348,2.69443758,2.649889541,2.59821762,2.541054073,2.555217223,2.561886141,2.557649572,2.537719056,2.498279084,2.473509875,2.436921931,2.390538697,2.336471859,2.276227307,2.257681508,2.238351691,2.216819331,2.190858224,2.160864456,2.137779868,2.111121061,2.089118665,2.082362594,2.095850111,2.135298501,2.186760733,2.24694046,2.312095315,2.380137424
Cabo Verde,CPV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.237905016,4.23735667,4.279887676,4.347184697,4.419152673,4.485042093,4.580148812,4.675715321,4.775837911,4.887359318,5.01391912,5.168816802,5.322259121,5.466405885,5.585424984,5.6726101,5.645501631,5.593819728,5.524683784,5.435294069,5.325238403,5.141954508,4.939483607,4.744913512,4.594700456,4.510779563,4.493114887,4.532481981,4.609327157,4.698373444,4.785723407
Cambodia,KHM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.900742981,2.940986182,2.964934446,2.980703625,3.001134243,3.032130402,3.036797965,3.045819836,3.059236716,3.071873892,3.080062844,3.153793894,3.218157822,3.276156346,3.331611624,3.386860623,3.458673874,3.528218865,3.596722634,3.664641067,3.73335722,3.796684822,3.861024837,3.931391906,4.015764048,4.119180725,4.25764663,4.410837402,4.568680018,4.717769196,4.852848247
Cameroon,CMR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.397877843,3.382262122,3.361214717,3.336131821,3.308264903,3.278723481,3.265293151,3.245401758,3.220316973,3.190504978,3.156276498,3.143146643,3.121374392,3.091739622,3.054899839,3.011688107,2.988491783,2.958887645,2.924041792,2.885196246,2.843612147,2.826604959,2.805192303,2.780816345,2.755127756,2.729341386,2.731593032,2.731397078,2.728877355,2.723649908,2.716155809
Canada,CAN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.25251844,11.41654664,11.56081603,11.69265748,11.82170904,11.95482728,12.07625806,12.20246247,12.33021784,12.45175194,12.56497606,12.67275825,12.76750408,12.86274716,12.97568411,13.11755213,13.26868096,13.43664535,13.63193757,13.86793132,14.1536509,14.45121753,14.80389886,15.20184648,15.62336628,16.05363481,16.4550098,16.84249156,17.23200668,17.64789689,18.10436151
Cayman Islands,CYM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.953848138,3.930020716,3.897796593,3.857690481,3.80983823,3.7549152,3.735135947,3.700261405,3.653180614,3.596107267,3.530959418,3.505249034,3.467978984,3.419088159,3.358439345,3.286365678,3.258031859,3.218024731,3.165982039,3.101144059,3.024459009,3.008484291,2.97862058,2.93740209,2.887879619,2.831007952,2.83307395,2.831600277,2.825773707,2.81479015,2.798126701
Chad,TCD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.225907609,3.201583088,3.169435063,3.130872061,3.087381856,3.03993712,3.010850265,2.977346684,2.940380806,2.900638924,2.858711,2.830163132,2.798730225,2.765194397,2.730697098,2.696314702,2.673134602,2.647886527,2.620447034,2.589257732,2.554430438,2.531310194,2.503631279,2.476401492,2.455757157,2.444707045,2.453854849,2.466718338,2.480518944,2.491641623,2.498577853
Channel Islands,CHI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.59646978,14.61683644,14.61487543,14.59326616,14.54680358,14.47826935,14.49960162,14.49925364,14.49098281,14.49425638,14.5227461,14.67366882,14.79785556,14.870592,14.91148916,14.97844117,15.14430618,15.27264026,15.33308189,15.34473821,15.38119624,15.61944869,15.88093005,16.12446178,16.31809872,16.47126402,16.71908605,16.99819168,17.29746216,17.60140254,17.91583028
Chile,CHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.929772921,6.097608508,6.285709746,6.482869015,6.67328329,6.849601408,7.024659003,7.189491297,7.346912914,7.499868098,7.650834263,7.810197051,7.961383818,8.111503016,8.267732736,8.433989562,8.600279165,8.773768247,8.957187518,9.152421986,9.362049112,9.567097392,9.785178422,10.02331217,10.29157734,10.5963971,10.87837115,11.19189425,11.52980166,11.88154013,12.24265742
China,CHN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.630162221,5.693591469,5.787342361,5.900460919,6.015432036,6.124304325,6.293066059,6.430585931,6.551032096,6.675355358,6.811852767,6.939788413,7.082209214,7.230886596,7.366721673,7.482470721,7.605610008,7.712841635,7.815723851,7.932236318,8.074453236,8.259153941,8.45330833,8.678981377,8.966397405,9.331830172,9.802631139,10.34512046,10.92088354,11.47219302,11.9682712
Colombia,COL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.160286624,4.248707512,4.33718355,4.427690359,4.522517268,4.623230417,4.730663212,4.845134902,4.964314619,5.084143321,5.203372862,5.328559118,5.451005202,5.57378098,5.701080344,5.836074765,5.964799759,6.101327291,6.248691814,6.409431372,6.586417883,6.777423908,6.977638417,7.192879964,7.430658298,7.694694184,7.936288268,8.199088531,8.47804702,8.765830007,9.060562223
Comoros,COM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.146304368,3.144345463,3.135081384,3.122815921,3.105497353,3.084809653,3.084766089,3.076981311,3.066057413,3.051160258,3.035823268,3.038381832,3.036108443,3.028920922,3.016101054,2.99855958,3.002434449,3.000529909,2.993020698,2.976300108,2.950012469,2.940123328,2.922482044,2.903284536,2.891926415,2.893273169,2.924237549,2.962923828,3.007009306,3.055403427,3.105792197
"Congo, Dem. Rep.",COD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.946767948,2.952288617,2.95482547,2.95563661,2.957125529,2.962014308,2.969503904,2.972039269,2.970599733,2.964663487,2.953490297,2.963460909,2.968174354,2.968639343,2.966241232,2.961990058,2.972828485,2.980597476,2.985840621,2.989104283,2.991057504,3.001921065,3.010628094,3.016584905,3.018876334,3.017721504,3.02043834,3.019764526,3.017840622,3.016939617,3.018670889
"Congo, Rep.",COG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.915386825,2.907313489,2.892023621,2.870142386,2.842826453,2.810709512,2.804247239,2.789891465,2.769233584,2.743453616,2.713490488,2.70624031,2.693068816,2.674525569,2.650643732,2.621415904,2.608446518,2.590193954,2.568624196,2.545574109,2.522807355,2.533992105,2.543147209,2.551418394,2.55969209,2.568915971,2.605663606,2.643163014,2.681719539,2.721415896,2.762750932
Costa Rica,CRI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.583397047,4.660463417,4.74714896,4.841505703,4.939872801,5.041299844,5.140346695,5.239733054,5.343376394,5.455998435,5.580849047,5.716801427,5.863799021,6.020600602,6.184317498,6.353981401,6.522580598,6.691961273,6.870723988,7.071563505,7.301538129,7.540481657,7.806356655,8.091972619,8.385918493,8.683148081,8.965463751,9.250510207,9.549847673,9.880435323,10.25309975
Cote d'Ivoire,CIV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.662593501,2.679939271,2.695930769,2.711887292,2.728738148,2.747341822,2.770299909,2.788403919,2.802978996,2.815374675,2.826626462,2.851992277,2.869592786,2.879643356,2.88234703,2.877978681,2.892233695,2.899583371,2.898125527,2.884609201,2.858400766,2.860073552,2.848696545,2.830523539,2.813113253,2.800094704,2.820346162,2.840555917,2.858943015,2.873119343,2.882569193
Croatia,HRV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.57570576,11.99005547,12.40720731,12.8284859,13.25519778,13.68535897,14.11741664,14.51279355,14.87855826,15.22709734,15.56570293,15.97397957,16.39776978,16.79349814,17.08889518,17.24753304,17.41255617,17.4403646,17.40749743,17.42662966,17.56023627,17.85465625,18.20121521,18.56143598,18.90646766,19.24588353,19.61568236,20.02239139,20.44543301,20.86013523,21.25223524
Cuba,CUB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.988800307,9.054941649,9.137608397,9.22544045,9.303995345,9.367637707,9.482834037,9.565374297,9.63673957,9.726550272,9.850679868,9.999510062,10.18079938,10.39132589,10.62158428,10.86837533,11.18837806,11.51912671,11.85687851,12.1979736,12.54054933,12.83957678,13.12170519,13.40300564,13.7064222,14.04653211,14.38845202,14.77807976,15.18621142,15.56495916,15.89341424
Curacao,CUW,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.515511011,7.720185996,7.93294253,8.158855167,8.3940273,8.636243588,8.947023646,9.264394998,9.585637983,9.925090844,10.270168,10.60166866,10.92535926,11.26511606,11.63386913,12.03488819,12.16248776,12.33418255,12.54592133,12.7848824,13.04359483,13.40905361,13.80533146,14.25437198,14.75931373,15.31902382,15.75950625,16.2144978,16.68489481,17.16883689,17.66681089
Cyprus,CYP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.906667623,9.926780433,9.948027194,9.983193811,10.0395408,10.11628709,10.11285483,10.12343047,10.14799131,10.18329543,10.22866775,10.28110668,10.35616461,10.46576815,10.60759614,10.76569923,10.88132361,10.98980646,11.1055944,11.24541587,11.41754718,11.66742085,11.94004472,12.23237687,12.53361799,12.83298234,13.12379987,13.41535572,13.71906177,14.04826565,14.40880467
Czech Republic,CZE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,12.67998114,12.87312791,13.01122725,13.10506444,13.16994578,13.21786532,13.39037318,13.55220602,13.68824169,13.77521234,13.80262918,13.90016442,13.92516246,13.92234657,13.95086196,14.0434836,14.22623471,14.4615062,14.74449669,15.07038178,15.44026214,15.90680259,16.41952453,16.95836588,17.49089897,17.99497745,18.52155086,18.99670652,19.42087689,19.80074484,20.14299026
Denmark,DNK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.60128494,15.58759148,15.53931531,15.46075686,15.3573538,15.23634817,15.17562789,15.10230477,15.02054853,14.93522649,14.85375742,14.88220928,14.90492575,14.94287696,15.02107904,15.15269559,15.38905193,15.65797751,15.96046295,16.29720895,16.6677048,17.03227202,17.48973383,18.02646083,18.57045554,19.0474441,19.42245168,19.6594929,19.81295264,19.96525913,20.16398945
Djibouti,DJI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.587068384,2.62242026,2.66773324,2.718857873,2.766539303,2.802718326,2.852774938,2.892732684,2.927859413,2.964534448,3.007731499,3.061056049,3.116841736,3.175973914,3.23663853,3.301100282,3.385634619,3.477927273,3.580659466,3.696321557,3.823979586,3.931125933,4.037841954,4.140755106,4.23313805,4.315131516,4.388276117,4.456524157,4.527579378,4.609063643,4.706477733
Dominica,DMA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.731411283,3.832934296,3.931149507,4.02797973,4.126614927,4.229154035,4.344666124,4.460698231,4.576789662,4.692037894,4.806570309,4.933790974,5.057699306,5.175859803,5.284806502,5.383611785,5.483699087,5.574105879,5.661077968,5.751917381,5.851768121,5.966823703,6.087202832,6.215600914,6.355517653,6.509724092,6.689183737,6.879985207,7.082817476,7.298389658,7.527698884
Ecuador,ECU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.228567988,4.276152485,4.326179724,4.378875964,4.433903958,4.491425906,4.569042552,4.646063089,4.723994009,4.804625259,4.889425014,4.980360702,5.074575084,5.17389424,5.280064088,5.39441815,5.50784444,5.628089336,5.752160244,5.875200279,5.99569639,6.10117474,6.201930568,6.310002487,6.440793037,6.602452995,6.763805433,6.951140342,7.157289727,7.372199367,7.591095056
"Egypt, Arab Rep.",EGY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.60093374,4.635963271,4.673834853,4.712740465,4.749157569,4.781434489,4.830057104,4.864528549,4.888075304,4.90458863,4.915904784,4.927532257,4.936172452,4.937628334,4.924366884,4.895062626,4.878785339,4.843675091,4.80586946,4.785867588,4.792961342,4.8503647,4.919695269,4.991253514,5.053404903,5.102212296,5.146599938,5.187931958,5.229779346,5.276332976,5.331681025
El Salvador,SLV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.340864719,4.429225573,4.512175511,4.595283798,4.685954614,4.788988381,4.912637009,5.044599258,5.183376698,5.327514189,5.476384254,5.64644274,5.818669685,5.990530319,6.157578019,6.317138631,6.489013141,6.646636564,6.793591534,6.934991489,7.073299509,7.205186386,7.336255994,7.469482467,7.608439415,7.756385487,7.926457916,8.104708642,8.287090005,8.469582569,8.650944582
Equatorial Guinea,GNQ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.222926229,4.188950983,4.138029718,4.079440252,4.021306706,3.966439062,3.903825315,3.839801663,3.774449768,3.705760008,3.633733159,3.564067086,3.490971834,3.417246281,3.343194565,3.270561081,3.193005446,3.117853879,3.042261047,2.965176315,2.886697137,2.810651637,2.730822903,2.653721202,2.587507362,2.535496437,2.508352672,2.483752007,2.457877347,2.424508808,2.381422467
Eritrea,ERI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.771164938,2.878406677,2.990614796,3.108156521,3.23075328,3.358736098,3.459378346,3.559573046,3.657579295,3.749298853,3.829758648,3.847102945,3.846746025,3.836102874,3.824247565,3.815635349,3.863916346,3.905643049,3.94128992,3.971896715,4.000082008,4.083856362,..,..,..,..,..,..,..,..,..
