Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Bahrain,BHR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.12740684,65.31426554,65.708698,66.23990601,66.82102612,67.35302831,67.4606768,67.62464891,67.67948509,67.58464891,67.40604654,68.54468171,69.60916607,70.5415894,71.35184444,72.07534268,73.63102529,74.93587819,75.99630733,76.86992227,77.60867463,77.5015628,77.39302616,77.23447714,77.03018169,76.82605472,77.26758181,77.78620365,78.319356,78.76249412,79.06645314
Bangladesh,BGD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.76316161,55.09065241,55.47889985,55.91477363,56.38047307,56.86477191,57.29582062,57.74710079,58.21428291,58.69593885,59.18887607,59.57994646,59.99746554,60.43288839,60.87805835,61.33156347,61.67627181,62.0420957,62.42721667,62.82739801,63.24123467,63.71440142,64.17373515,64.63338145,65.11320972,65.61857714,66.11132307,66.625937,67.13558688,67.60528327,68.01845508
Barbados,BRB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.68928779,65.99683091,66.12904453,66.1508902,66.16671637,66.2172172,66.21219327,66.23549986,66.25070544,66.21643107,66.11789404,66.3893578,66.57950078,66.71842933,66.85168771,66.9864615,67.05312512,67.12665949,67.16259564,67.12462292,67.00610709,67.06915865,67.08717981,67.07727158,67.05813374,67.03186553,67.00618623,66.9488387,66.85435789,66.71857852,66.53745107
Belarus,BLR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.39804972,66.15432825,65.95413348,65.82535177,65.80299281,65.90543113,66.21818159,66.58911618,67.02160193,67.50011109,67.995373,68.29774871,68.59766899,68.91449583,69.27123357,69.67708308,69.98807278,70.36731654,70.73980295,71.01526616,71.14013435,70.97741766,70.68497913,70.29289311,69.85744404,69.41362835,69.07010989,68.71698692,68.28890878,67.7628385,67.17944767
Belgium,BEL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.08242126,66.90234371,66.71526709,66.5234002,66.34093872,66.18180979,65.98131418,65.83441814,65.73016965,65.64586023,65.56770436,65.55241346,65.52918822,65.5082929,65.51523232,65.55887681,65.58719711,65.6696398,65.76525793,65.81434152,65.7832315,65.64750773,65.46890953,65.25842861,65.04598292,64.85353395,64.61143766,64.37944165,64.1558335,63.93523089,63.71179632
Belize,BLZ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.40999829,52.53285756,52.57096396,52.5978889,52.6785006,52.81813658,53.3973903,54.02112104,54.57601501,55.00820125,55.35086833,55.7540686,56.15790958,56.59237265,57.08018691,57.62121212,58.17203231,58.72552462,59.27423955,59.80423003,60.30843753,60.99346833,61.62662722,62.23970612,62.85692455,63.48047976,63.96579805,64.48057184,64.98377585,65.42821497,65.79214743
Benin,BEN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.45893378,50.50869997,50.61415435,50.76021915,50.9388508,51.14751222,51.14406854,51.20060226,51.30425106,51.44154543,51.60393659,51.69829072,51.83681649,52.00782389,52.19996015,52.40542581,52.45458231,52.52796846,52.62833824,52.76048139,52.92409965,53.01843992,53.16027989,53.33574356,53.52991646,53.73519093,53.89830798,54.0874712,54.29871231,54.52959631,54.77695658
Bermuda,BMU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.7337699,53.64980024,53.6255229,53.6522993,53.69404227,53.71254349,54.06388225,54.50445797,55.0167707,55.60418148,56.27058937,57.01974687,57.84116698,58.71425636,59.61193773,60.5130877,61.14844618,61.78355062,62.41794009,63.05329467,63.68666512,64.37260745,65.05578116,65.71637355,66.32955754,66.87801219,67.41476949,67.85570099,68.22563455,68.56683074,68.900789
Bolivia,BOL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.60684427,55.64800905,55.75826849,55.91549122,56.09297057,56.27825741,56.37463015,56.49117135,56.63185563,56.80625539,57.01565073,57.18006558,57.37417038,57.59020811,57.82107674,58.06416078,58.28750439,58.54368062,58.82186965,59.10780421,59.39331787,59.68275192,59.96086214,60.23771489,60.52875085,60.83890768,61.11593252,61.41950378,61.73450486,62.0361067,62.3098425
Bosnia and Herzegovina,BIH,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.25500899,69.29111836,69.25163853,69.15728289,69.00499019,68.76554237,68.69293451,68.58763353,68.46235356,68.35899036,68.31273713,68.21983261,68.23724187,68.35544245,68.54357135,68.78181493,69.14615725,69.46863308,69.75948193,70.04219556,70.30332438,70.25471331,70.30021315,70.40122441,70.42495847,70.27787392,70.000378,69.45453189,68.76346488,68.10508937,67.56175821
Botswana,BWA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.74873869,52.25503309,52.75595979,53.28330153,53.88795022,54.59067476,55.18385358,55.88762841,56.65245611,57.40127085,58.09044297,58.6482894,59.12168068,59.53708434,59.93643824,60.33268152,60.61659952,60.9247123,61.23136979,61.49850166,61.71475589,61.69297158,61.60355489,61.47483598,61.34879619,61.24681476,61.32850786,61.47432293,61.66317964,61.86911734,62.08408051
Brazil,BRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.57957485,60.93934064,61.27912092,61.63101641,62.03163534,62.4886767,62.9128617,63.3817406,63.8733347,64.35557667,64.81263782,65.17113863,65.54028372,65.9094747,66.27334827,66.63279823,67.0055129,67.35836828,67.6977274,68.03101121,68.35583019,68.65427008,68.92770221,69.17532426,69.39061969,69.56613409,69.64878959,69.7106712,69.74309026,69.73919823,69.69852622
British Virgin Islands,VGB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.74481005,62.98298336,63.24573189,63.51901619,63.82983134,64.20868757,64.59677896,65.09786574,65.67411576,66.30452776,66.97492234,67.3926725,67.88097421,68.35233078,68.78889807,69.21591612,69.41957473,69.72170736,70.0564808,70.36983011,70.65118385,71.04763163,71.30522395,71.48046219,71.64719635,71.8373033,71.8158647,71.93625979,72.10039094,72.17466564,72.10586108
Bulgaria,BGR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.50663273,66.39562751,66.45619479,66.63363665,66.8284281,66.98343109,67.13104365,67.24207343,67.34514916,67.50253316,67.74535047,67.9707461,68.23333235,68.52113293,68.799176,69.03287671,69.00712514,68.97331704,68.88989986,68.71259875,68.42500372,67.92498628,67.38421023,66.81348703,66.24427967,65.70743309,65.2542739,64.79766683,64.38262025,64.06165381,63.85260299
Burkina Faso,BFA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,49.46386542,49.40494475,49.42101919,49.50399247,49.64498867,49.8339524,49.85906816,49.95692672,50.10457917,50.27806728,50.46527627,50.4862328,50.55520577,50.66039512,50.79078281,50.93823318,50.93529795,50.97477053,51.05040428,51.16200291,51.3087322,51.35670738,51.46729701,51.62365718,51.80948173,52.01818557,52.20262596,52.4098388,52.64493785,52.91489091,53.21867059
Burundi,BDI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,49.33160898,48.59575851,48.02061009,47.59128625,47.29806083,47.14888468,47.01247221,46.98173675,47.05716312,47.21664993,47.42977245,48.09179923,48.77103056,49.44983134,50.11392106,50.74582524,51.22225743,51.68615354,52.10599129,52.44784624,52.69882136,52.6896526,52.64439019,52.56663555,52.47395472,52.38346737,52.30296162,52.25774518,52.25137879,52.28725702,52.36794311
Cabo Verde,CPV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,49.66474331,49.61903937,49.56163898,49.53599615,49.61145781,49.82914125,50.0140317,50.36845191,50.85645578,51.41728426,52.02270965,52.91765835,53.768024,54.63738804,55.60502566,56.68873858,57.79738687,58.9976003,60.22310863,61.36527551,62.36100793,63.27905592,64.02565143,64.61930481,65.11477586,65.54884963,65.92895362,66.28433966,66.6129059,66.89517852,67.13268476
Cambodia,KHM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.81477098,52.43213724,51.70492927,50.90871453,50.44663647,50.49166968,50.68076177,51.39863346,52.57042192,53.9483503,55.32876811,56.50737162,57.44862981,58.18740008,58.85221172,59.54705194,60.29948413,61.04251605,61.77045908,62.41938542,62.9400403,63.2824793,63.64321421,63.95782417,64.1725757,64.2786402,64.35303875,64.31673399,64.22990522,64.18303487,64.22219916
Cameroon,CMR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.15209564,50.07887683,50.07540702,50.14069398,50.27861873,50.48945631,50.62382554,50.83672437,51.11269751,51.42587056,51.75394782,51.93996325,52.140167,52.35172118,52.57584278,52.80942018,52.89514068,53.02207943,53.17043884,53.32030414,53.46566122,53.53058118,53.61596424,53.72540222,53.8695782,54.0539964,54.204904,54.40127529,54.6395428,54.91421907,55.21991129
Canada,CAN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.05508117,67.93070769,67.80604689,67.7053641,67.6561795,67.66816673,67.6663617,67.75619384,67.91189269,68.09211711,68.27134994,68.48999677,68.68572505,68.86716827,69.04442219,69.20650153,69.33034088,69.42767915,69.47633483,69.45565817,69.35777322,69.13351886,68.89937956,68.6308948,68.31509023,67.95488432,67.64695567,67.28747162,66.89774245,66.50620337,66.12038624
Cayman Islands,CYM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.26594326,52.26132696,52.31840245,52.42547229,52.58022689,52.78009816,52.7685021,52.80111401,52.88134745,53.01322592,53.19365009,53.07593891,53.03963991,53.06500779,53.12667698,53.21383663,53.03932498,52.90530513,52.82533722,52.82455261,52.91946143,52.56822409,52.29940114,52.11832703,52.01153629,51.96418119,52.21238314,52.52216971,52.87990574,53.26519409,53.66014551
Chad,TCD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,49.28790532,49.06571769,48.90790071,48.80269753,48.73641306,48.69750911,48.50496657,48.3831197,48.31447631,48.2806186,48.26872917,48.13163693,48.05475144,48.03138838,48.06427314,48.15820284,48.1345062,48.18499201,48.3011445,48.47007568,48.67871316,48.79559,48.97118833,49.19021941,49.4410244,49.71862681,49.90749681,50.13270845,50.39318107,50.68741364,51.01112489
Channel Islands,CHI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.27867151,69.0832491,68.93300283,68.79542183,68.66438476,68.55746982,68.46156511,68.40610017,68.38728174,68.39754668,68.42895926,68.46080069,68.52455948,68.61289549,68.70007166,68.74431361,68.65458015,68.6444295,68.73741474,68.90654832,69.07483692,68.75737587,68.48249988,68.26568039,68.12248629,68.03337667,67.83666721,67.67497703,67.51417897,67.33116992,67.10973583
Chile,CHL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.95081804,63.94552072,63.9556688,63.98048267,64.02392573,64.09713435,64.18272794,64.32591291,64.51808161,64.75019126,65.01762148,65.37982805,65.74010535,66.11059978,66.50032023,66.90124609,67.28003491,67.65416258,68.00638942,68.31223463,68.55618649,68.70431883,68.8189839,68.88375027,68.8894152,68.83656301,68.82224834,68.78390925,68.71629587,68.62418701,68.51861413
China,CHN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.78012093,65.75345694,66.00620098,66.38654699,66.69214487,66.84353007,67.38887222,67.56700108,67.60975787,67.84412878,68.39942643,68.84570634,69.63820318,70.61835958,71.50885232,72.16407974,72.67358001,72.98536685,73.12961128,73.20572554,73.26558948,73.23099978,73.17702795,73.0809292,72.89924074,72.61433377,72.20275277,71.71751844,71.20211371,70.72329863,70.31991341
Colombia,COL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.79658984,59.99993424,60.1935579,60.39296948,60.61409919,60.86472753,61.0659933,61.33691993,61.64467865,61.94556331,62.22281582,62.56111547,62.85245683,63.1321418,63.45455261,63.84286683,64.24088139,64.71395175,65.22503967,65.71327489,66.14505989,66.5847684,66.94996701,67.25687799,67.53055121,67.77563749,68.0179463,68.24399892,68.444057,68.61338533,68.75586727
Comoros,COM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.9081765,50.89319417,50.94031821,51.04568704,51.21453155,51.44637921,51.66947385,51.93812967,52.25006549,52.6024491,52.98760779,53.29688714,53.64376913,54.01064109,54.37805997,54.73139675,54.99125993,55.24843365,55.50059416,55.75267508,56.00586929,56.18248182,56.37109374,56.56536369,56.76305982,56.96479656,57.09911613,57.26460022,57.45456686,57.65872279,57.87435847
"Congo, Dem. Rep.",COD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.9325149,51.78512489,51.67076509,51.58553594,51.55217472,51.59870901,51.46235925,51.40471735,51.41488956,51.45944719,51.50620435,51.40560799,51.33792603,51.29170152,51.2649598,51.25513948,51.10595124,51.00889708,50.94629563,50.90159465,50.86833881,50.73456277,50.64420847,50.59529653,50.59244086,50.63821747,50.63351317,50.69676857,50.81651729,50.98166141,51.18613986
"Congo, Rep.",COG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.45489845,52.72721643,53.04186587,53.37839026,53.70876538,54.01747049,54.26152537,54.49248068,54.70952319,54.91837404,55.1208012,55.19816603,55.29410912,55.39275628,55.47454072,55.52911787,55.60319358,55.65775973,55.70117906,55.75717707,55.84249453,55.61749177,55.45671045,55.35266579,55.2936937,55.27628681,55.3186953,55.41263957,55.554778,55.7413352,55.96698638
Costa Rica,CRI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.79910452,59.82820568,59.97346738,60.21330262,60.50940866,60.84214677,61.23778412,61.66137261,62.12755531,62.65895924,63.25869959,63.7889885,64.38371831,65.01401399,65.63271643,66.20993293,66.75445274,67.23600722,67.66151519,68.04576242,68.39085608,68.61858381,68.82000853,68.98450415,69.10082087,69.16721468,69.18392152,69.17211756,69.12540822,69.04092888,68.9188786
Cote d'Ivoire,CIV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.22811942,52.30246019,52.46518203,52.69084619,52.94836355,53.21779337,53.20941305,53.23806366,53.30147111,53.40238276,53.54117142,53.3320307,53.17397941,53.06497133,53.00383506,52.99264802,52.99225547,53.0566181,53.17551355,53.33424696,53.52049754,53.71621723,53.92454923,54.14653009,54.38562725,54.63863285,54.79850449,54.99270587,55.20408485,55.41217747,55.60895683
Croatia,HRV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.63505664,68.48256188,68.33161415,68.18663308,68.0380643,67.87188261,67.76823826,67.59953499,67.39908017,67.22538656,67.11236824,66.90258219,66.84564058,66.89086889,66.96263722,67.02161095,67.14035056,67.16324816,67.11629459,67.05461819,66.99714544,66.72221064,66.56653192,66.49455946,66.40220965,66.21314502,65.95282709,65.53958216,65.04262698,64.57764368,64.20620145
Cuba,CUB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.75214502,67.95939904,68.12466801,68.2270945,68.2683115,68.26260083,68.43710101,68.44009481,68.38225942,68.4053472,68.56539789,68.68982299,68.99838218,69.39758663,69.73330199,69.93057459,70.03461783,70.01657257,69.91608326,69.80720708,69.7183692,69.66576667,69.60256386,69.52338545,69.41681826,69.27860239,69.03808734,68.8156205,68.60254959,68.39269093,68.18586416
Curacao,CUW,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.24306266,65.11556346,64.96877226,64.83041545,64.70884122,64.60502356,64.63805479,64.66229532,64.72990845,64.7949306,64.80626608,65.40980338,65.77526436,66.01932676,66.23420008,66.41051256,66.36849635,66.41848956,66.47848967,66.43185867,66.2468497,66.21737846,65.96885355,65.5981734,65.22894547,64.90831858,64.65427315,64.50613283,64.43115906,64.33693949,64.1556922
Cyprus,CYP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.60322326,64.72040188,64.86221149,65.01869933,65.22225275,65.49101397,65.6695553,66.01678654,66.45401903,66.91363064,67.37143402,67.73490122,68.11213105,68.48503819,68.85921331,69.23686971,69.54176299,69.87223057,70.19480141,70.48984457,70.74586648,70.71707533,70.66392023,70.5651711,70.42676074,70.27145054,70.0034268,69.74801598,69.49309027,69.24464468,69.01402151
Czech Republic,CZE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.76486032,65.97169735,66.43220708,67.03685505,67.62797958,68.1340172,68.4918972,68.81413929,69.11144333,69.42573899,69.77460143,70.18543847,70.52430678,70.80826937,71.04752516,71.22484943,71.16236224,71.09043674,70.95678902,70.7031885,70.31826833,69.71476978,69.05406551,68.34524579,67.61556015,66.89083524,66.27224569,65.61791833,64.99251759,64.47630503,64.10145839
Denmark,DNK,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.36972427,67.3761782,67.41036226,67.44114811,67.43760811,67.39406624,67.23598726,67.08474564,66.93591156,66.79691772,66.67677677,66.55990543,66.44286658,66.33126464,66.22573162,66.11934776,65.97682414,65.83647186,65.69187022,65.5404398,65.3825742,65.1572512,64.94189973,64.6886875,64.39695943,64.10939592,63.98027856,63.84881462,63.7287848,63.63378215,63.55427521
Djibouti,DJI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.40176965,52.31047848,52.60156019,53.14820653,53.68288113,54.03418212,54.54700818,54.86719638,55.10262865,55.45598057,56.01657785,56.3584647,56.87991839,57.51901227,58.17758614,58.82382982,59.86334627,60.88129508,61.87052739,62.79784447,63.61214856,64.01354615,64.32026282,64.56317439,64.8183199,65.12697581,65.27921284,65.56145065,65.89830466,66.1859567,66.3812753
Dominica,DMA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.79993647,58.0703369,58.30890367,58.52896913,58.75035318,58.98506595,59.21109431,59.46789913,59.74318839,60.01692619,60.28116512,60.55693246,60.80962983,61.06164333,61.34127084,61.66022352,62.00485622,62.38388172,62.78409719,63.17642429,63.53787642,63.83332632,64.091107,64.31206007,64.50097357,64.66184515,64.77723382,64.86939538,64.94005302,64.99291644,65.03296027
Ecuador,ECU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.50774074,57.7966622,58.09134063,58.38738176,58.68063359,58.96891928,59.19736817,59.41406115,59.63253197,59.87269045,60.14363239,60.35382097,60.61494438,60.90628361,61.1967752,61.47112,61.7977644,62.09128534,62.37005907,62.65967458,62.96703303,63.26888213,63.57835586,63.87741275,64.13675162,64.33873755,64.5292714,64.68725933,64.81411827,64.92083246,65.01698062
"Egypt, Arab Rep.",EGY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.64165292,54.66315983,54.83128844,55.10985367,55.44065678,55.79083812,56.26085929,56.68787515,57.11994463,57.62587193,58.2265525,58.75731642,59.39265924,60.07206592,60.70936834,61.26027492,61.71840803,62.09838398,62.39076512,62.58043435,62.6508703,62.59219353,62.37331285,62.06951386,61.78781703,61.58430923,61.20794447,61.03653001,60.97149994,60.88883686,60.74729277
El Salvador,SLV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.66400428,56.11186631,56.51575802,56.86383897,57.14962767,57.37801585,57.50234888,57.61321578,57.7075649,57.79161675,57.88257549,58.02054191,58.18619367,58.3877718,58.6281045,58.90860116,59.39371639,59.84382089,60.29008944,60.76781116,61.28600594,61.81336393,62.40105881,62.98973679,63.49359378,63.87187034,64.22193459,64.44966802,64.58082908,64.67197217,64.75846816
Equatorial Guinea,GNQ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.82355411,52.85859172,52.84864041,52.86239536,52.99521184,53.27114468,53.69688652,54.24094993,54.80418699,55.30329855,55.71718678,56.0669721,56.42694841,56.72978342,56.96527926,57.15396879,57.47817707,57.80850859,58.09407091,58.34999817,58.61086708,58.83095051,59.12958899,59.42282377,59.68464114,59.93669175,60.04345035,60.23120407,60.42552379,60.6186937,60.83935324
Eritrea,ERI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.06691776,51.15652514,50.26714257,49.40686832,48.59053475,47.8575207,48.20038025,48.68495918,49.27620702,49.89342564,50.45999504,52.16998032,53.73167415,55.14916918,56.4348962,57.56867029,57.46707308,57.32112012,57.11698428,56.84161773,56.51659788,55.73536422,..,..,..,..,..,..,..,..,..
