Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,11.1,..,..,..,..,9.1,..,..,..,..,..,12.8,..,10.3,11.81000042,11.52000046,10.77000046,10.63000011,12.10999966,13.68000031,12.48999977,12.27000046,10.60000038,10.68000031,11.17000008,12.61999989,12.23,12.19,10.74,9.68999958
Iraq,IRQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.65,..,..,..,..,7.96,..,10.59,..,10.82,13.02,..,..,..
Ireland,IRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,14.09,15.78,15.03,15.59,14.57,11.98,11.72,10.2,7.7,5.8,4.32,3.68,4.22,4.48,4.49,4.34,4.41,4.98,6.77,12.61,14.53,15.35,15.45,13.73,11.86,9.91,8.37,6.71,5.74,4.95,5.62
Isle of Man,IMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.1,4.1,4.3,4.9,4.7,4.4,3.54,..,..,0.8,0.6,1.6,0.5,0.8,1,1.4,2.42,1.4,1.4,..,..,3.3,..,2.6,1.98,..,2.67,..,..,..,..
Israel,ISR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,12.24,13.39,14.08,12.74,9.93,8.78,8.46,9.75,10.75,11.18,11.1,11.81,12.89,13.51,13.03,11.34,10.71,9.38,7.7,9.53,8.48,7.14,6.86,6.21,5.89,5.25,4.8,4.22,4,3.8,4.329999924
Italy,ITA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.79,10.1,9.33,10.24,11.09,11.67,11.87,12,12.12,11.69,10.84,9.6,9.21,8.87,7.87,7.73,6.78,6.08,6.72,7.75,8.36,8.36,10.65,12.15,12.68,11.9,11.69,11.21,10.61,9.95,9.16
Jamaica,JAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.72,15.74,15.75,16.32,15.34,16.23,16.01,16.35,15.5,15.74,15.54,14.93,14.19,11.73,12.21,11.26,10.32,9.75,10.59,11.36,12.37,12.7,13.93,15.25,13.74,13.51,13.19,11.63,9.1,7.690000057,..
Japan,JPN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.1,2.1,2.2,2.5,2.9,3.2,3.4,3.4,4.1,4.7,4.75,5.019999981,5.389999866,5.25,4.730000019,4.449999809,4.190000057,3.890000105,4,5.070000172,5.1,4.550000191,4.360000134,4,3.6,3.4,3.1,2.8,2.4,2.4,2.8
Jordan,JOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,19.7,..,14.6,13.7,..,..,..,13.7,14.7,15.3,14.5,..,14.8,14,13.1,12.7,12.9,12.5,12.9,12.2,12.6,11.9,13.08,15.28,18.14,18.27,16.81,..
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,0.05,0.4,1.11,7.54,10.98,12.96,13.01,13.13,13.46,12.75,10.43,9.33,8.78,8.4,8.13,7.79,7.26,6.63,6.55,5.77,5.39,5.29,5.2,5.06,4.93,4.96,4.9,4.85,4.8,4.89
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,9.96,..,..,9.6,..,..,..,..,..,..,2.76,..,..,5.01,..
Kiribati,KIR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.65,..,..,..,..,30.58,..,..,..,..,9.33,..,..,..,8.6,..
"Korea, Dem. People's Rep.",PRK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.45,2.41,2.51,2.88,2.48,2.06,2.05,2.61,6.96,6.34,4.06,3.7,3.05,3.35,3.42,3.48,3.25,3.01,2.96,3.36,3.32,2.99,2.81,2.75,3.08,3.55,3.65,3.65,3.82,3.75,3.93
Kosovo,XKX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,57,55,49.7,39.7,41.4,44.9,46.3,47.5,45.4,..,..,30.88,..,35.15,32.93,27.47,30.34,29.42,26,26.17000008
Kuwait,KWT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,0.8,0.7,..,0.7,0.7,0.7,0.7,0.8,0.8,1.1,1.3,1.7,1.95,1.3,1.5,1.75,1.64,1.82,..,..,..,2.9,2.2,2.16,..,..,..,..
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,7.54,7.84,12.55,9.92,8.53,8.11,8.27,8.1,8.22,8.41,8.64,8.53,8.43,8.33,8.05,7.56,7.21,6.89,4.54,..,..
Lao PDR,LAO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,2.6,..,..,..,..,..,..,..,..,..,1.35,..,..,..,..,0.71,..,..,..,..,..,..,9.41,..,..,..
Latvia,LVA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,20.93000031,14.89999962,14.46,13.79,14.21,13.82,13.83,12.06,11.71,10.03,7.03,6.05,7.74,17.51,19.48,16.21,15.05,11.87,10.85,9.87,9.64,8.72,7.41,6.31,8.1
Lebanon,LBN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,8.62,..,..,..,..,..,..,7.85,..,..,8.98,..,6.35,..,..,..,..,..,..,..,..,..,11.35,..
Lesotho,LSO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,37.94,..,27.27,..,..,..,..,..,..,..,..,35.46,..,..,..,..,24.58,..,..,..,..,..,22.44,..
Liberia,LBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.27,..,..,..,2.08,..,3.08,..,..,..,..
Libya,LBY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.03,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.15,0.52,0.76,1.36,1.02,0.9,1.6,1.34,1.78,1.78,1.27,1.12,1.45,2.11,2.4,2.66,2.46,2.01,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,17.33,17.54,16.4,14.13,13.71,13.39,15.93,16.84,13.01,12.87,10.68,8.32,5.78,4.25,5.83,13.79,17.81,15.39,13.36,11.77,10.7,9.12,7.86,7.07,6.15,6.26,8.49
Luxembourg,LUX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.61,1.48,2.03,2.33,3.48,2.92,3.29,2.53,2.76,2.39,2.35,1.81,2.62,3.68,5.11,4.49,4.73,4.07,5.06,5.12,4.36,4.9,5.14,5.85,5.85,6.67,6.29,5.52,5.59,5.59,6.77
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,3.01,2.2,2.06,2.48,3.58,4.25,3.26,4.61,6.35,6.87,6.39,6.27,6,4.9,4.16,3.82,3.27,3,3.58,2.84,2.56,1.97,1.82,1.7,1.81,1.94,1.99,1.83,1.75,2.57
Madagascar,MDG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,5.8,5.35,..,5.01,..,2.62,..,..,..,..,4.28,..,0.6,..,..,1.79,..,..,..,..,..
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.94,..,..,..,..,..,1.74,..,5.95,..,..,..,5.76,..,..,..
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.5,..,3.71,4.11,..,3.15,2.52,2.45,3.2,3.43,3,3.53,3.48,3.61,3.54,3.53,3.31,3.23,3.32,3.66,3.39,3.049999952,3.1,3.16,2.88,3.1,3.44,3.41,3.3,3.26,4.539999962
Maldives,MDV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,0.79,..,..,..,..,1.97,..,..,..,..,..,..,..,..,11.7,..,..,..,..,3.85,..,6.12,..,..,5.34,..
Mali,MLI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,3.3,..,..,..,..,..,..,8.75,..,..,11.71,..,..,8.07,6.9,..,6.35,6.38,7.73,1.37,7.41,1.62,..,..
Malta,MLT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.9,3.6,4,4.5,4.1,3.7,4.4,5,5.1,5.3,6.32,7.11,6.9,7.49,7.32,6.92,6.8,6.47,5.98,6.89,6.85,6.38,6.2,6.11,5.72,5.38,4.69,4,3.66,3.62,4.26
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.37,..,..,..,..,..,4.74,..,..,..,..,..,..,..,6.43,..
Mauritania,MRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.86,..,..,..,..,10.34,..,..,..
Mauritius,MUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,9.59,..,..,..,..,..,9.14,8.2,5.9,8.34,9.52,9.04,8.48,7.17,7.26,7.65,7.45,7.47,7.32,7.47,7.41,6.81,6.75,6.43,6.33,..
Mexico,MEX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,3.15,3.24,3.37,4.44,7.1,5.47,4.24,3.73,2.6,2.65,2.63,3,3.46,3.94,3.56,3.57,3.63,3.87,5.36,5.3,5.17,4.89,4.91,4.81,4.31,3.86,3.42,3.28,3.48,4.45
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.86,..,..,..,..,..,..
Moldova,MDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,11.14,8.46,7.29,6.8,7.95,8.17,7.29,7.38,5.07,3.98,6.4,7.45,6.68,5.58,5.1,3.73,4.7,4.02,4.1,4.11,5.1,3.82
Monaco,MCO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,3.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.33,..,..,..,..
Mongolia,MNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,5.5,..,..,..,..,..,..,6.2,6.8,..,..,..,7.2,5.56,5.86,6.55,4.77,3.9,4.23,4.8,4.86,7.24,6.36,5.38,10.03,7.01
Montenegro,MNE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.31,..,19.4,17.15,19.09,19.65,19.76000023,19.80999947,19.59000015,18.04999924,17.54999924,17.72999954,16.07999992,15.18999958,15.13000011,17.87999916
Morocco,MAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.8,16.98,15.68,15.69,..,22.86,17.76,16.67,19.12,13.94,13.58,12.46,11.59,11.92,10.83,11.01,9.67,9.56,9.57,8.96,9.09,8.91,8.99,9.23,9.7,9.46,9.3,..,..,..,..
Mozambique,MOZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,2.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.43,..,..,..,..,..
Myanmar,MMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.77,..,1.56,0.87,0.5,..
Namibia,NAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,19.14,..,..,19.4,..,..,24.45,..,..,20.3,..,..,..,22.09,..,..,..,..,..,22.12000084,..,16.77,19.03,18.52,..,23.35,..,19.88,..,..
Nauru,NRU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,22.76,..,..,..,..,..,..,..,..,22.96,..,13.28,..,..,..,..,..,..,..
Nepal,NPL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,4.5,..,..,1.85,..,..,..,..,..,..,..,..,1.33,..,..,..,..,..,..,3.1,..,11.36,..,..,..
Netherlands,NLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.67,7.28,5.56,6.29,7.16,7.16,6.42,5.51,4.39,3.62,2.73,2.12,2.55,3.59,4.65,5.87,5,4.15,3.65,4.35,4.99,4.98,5.82,7.24,7.42,6.87,6.01,4.84,3.83,3.38,3.82
New Caledonia,NCL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,18.64,..,..,..,..,..,..,..,16.31,..,..,..,..,13.97,..,..,..,..,14.59,..,..,..,..,..,..
New Zealand,NZL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.98,10.61,10.67,9.8,8.35,6.46,6.29,6.86,7.72,7.02,6.13,5.43,5.28,4.75,4.01,3.81,3.86,3.66,4.17,6.12,6.56,6.49,6.93,5.840000153,5.429999828,5.41,5.150000095,4.739999771,4.33,4.11,4.59
Nicaragua,NIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,4.12,..,7.6,6.41,5.37,5.31,4.89,6.2,8.16,7.83,..,5.21,5.28,4.52,4.7,3.9,3.3,5.2,..,..
Niger,NER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,1.47,..,..,..,3.1,..,..,..,..,..,0.32,2.18,..,0.52,..,..,7.77,..,..,..
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.77,..,3.7,4.56,4.31,7.06,8.39,..,8.53,..
North Macedonia,MKD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,23.6,24.5,26.3,27.7,30,35.6,38.8,36,34.5,32.4,32.2,30.52,31.94,36.69,37.16,37.25,36.03,34.93,33.76,32.18,32.02,31.38,31.02,29,28.03,26.07,23.72,22.38,20.74,17.26,17.2
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,3.83,..,..,4.57,..,8.22,..,..,..,..,11.17,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.26,5.41,5.91,5.97,5.35,6.31,5.04,4.69,3.74,3.25,3.46,3.74,4.02,4.22,4.26,4.38,3.4,2.49,2.55,3.1,3.52,3.21,3.12,3.42,3.48,4.3,4.68,4.16,3.8,3.69,4.42
Oman,OMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.14,..,..,..,..,..,..,..,3.27,..,1.8,..,2.940000057
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.97,5.85,5.18,4.28,4.26,5.03,4.79,5.81,5.7,5.35,7.16,6.88,7.83,7.49,7.4,7.05,0.58,0.4,0.42,0.54,0.65,0.8,..,2.95,1.83,3.57,..,..,4.08,..,..
Palau,PLW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.76,..,..,..,..,7.03,..,..,..,..,3.3,..,..,..,..,4.18,..,..,..,..,..,..,..,..,1.36,..,..,..,..,..,..
Panama,PAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.6,16.12,14.67,13.26,14,14.01,14.32,13.37,14.02,11.75,13.53,14.71,14.11,13.62,12.44,10.33,9.11,6.78,4.87,6.56,3.71,2.31,2.39,2.3,2.72,3,3.31,3.9,3.89,5.650000095,18.55
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.7,..,..,..,..,..,..,..,..,..,2.92,..,..,..,..,..,..,..,..,..,2,2.62,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.8,5.1,4.98,5.06,4.41,3.4,8.15,5.36,4.42,5.34,7.61,6.21,9.39,6.81,6.51,4.82,5.28,4.71,4.42,5.46,4.57,4.67,4.09,4.38,5.03,4.56,5.25,4.61,6.22,6.59,7.55
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.6,5.8,9.4,9.87,..,..,7.07,7.69,7.75,7.99,7.8,7.88,4.84,4.15,4.7,4.88,4.18,4.04,4.04,3.98,3.58,3.48,3.24,3.57,3.21,3.27,3.74,3.69,3.49,3.38,7.449999809
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.13,10.6,9.87,9.29,9.48,9.53,8.56,8.78,10.25,9.81,11.19,3.7,..,3.53,3.55,3.8,4.05,3.43,3.72,3.86,3.61,3.59,3.5,3.5,3.6,3.07,2.7,2.55,2.34,2.24,2.519999981
Poland,POL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,13.65,14.39,14.83,13.7,12.68,10.96,9.94,12.29,16.31,18.37,19.89,19.37,19.07,17.75,13.84,9.6,7.12,8.17,9.64,9.63,10.09,10.33,8.99,7.5,6.16,4.89,3.85,3.28,3.16
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.64,3.92,3.98,5.3,6.71,7.06,7.3,6.57,4.65,4.58,3.81,3.83,4.5,6.13,6.32,7.58,7.65,7.96,7.55,9.43,10.77,12.68,15.53,16.18,13.89,12.44,11.07,8.87,6.99,6.46,6.79
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,14.52,16.18,16.93,16.91,14.6,13.93,13.64,13.8,13.46,11.81,10.08,11.4,11.94,11.78,10.31,11.35,11.01,10.93,11.48,15,16.1,15.7,14.5,14.3,13.9,12,11.8,10.8,9.2,8.3,..
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.48,..,0.87,0.52,0.31,0.31,0.45,0.56,0.48,0.28,0.2,0.17,0.15,0.14,0.11,0.1,..
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,8.26,..,8.17,8.01,6.74,5.51,5.63,6.24,6.97,6.56,8.11,6.95,7.72,7.17,7.27,6.41,5.79,6.86,6.96,7.18,6.79,7.1,6.8,6.81,5.9,4.93,4.19,3.91,5.03
Russian Federation,RUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,5.18,5.88,8.13,9.45,9.67,11.81,13.26,13.04,10.58,8.98,7.88,8.21,7.76,7.12,7.06,6,6.21,8.3,7.37,6.54,5.44,5.46,5.16,5.57,5.56,5.21,4.85,4.5,5.59
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,0.3,..,..,..,..,0.56,..,..,..,..,..,0.89,..,..,..,..,..,..,..,..,..,..,..,1.17,..,..,17.36,15.11,15.3,..
Samoa,WSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,2.1,..,..,..,..,..,..,..,..,..,4.96,..,..,..,..,1.29,..,..,..,..,5.68,8.75,..,8.72,..,..,14.47,..,..,..
San Marino,SMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.5,4.3,4.2,5.1,3.9,3.9,5.1,4.4,4.1,3,2.8,..,..,..,..,2.11,1.63,..,..,4.02,4.37,5.06,5.19,6.08,6.61,7.38,6.45,..,..,5.8,..
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,14.4,15.73,17.63,16.36,16.12,16.47,16.65,..,..,..,..,..,13.59,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,7.2,..,..,..,..,..,..,4.35,4.57,4.62,5.27,5.56,5.82,6.05,6.25,5.73,5.08,5.38,5.55,5.77,5.52,5.57,5.72,5.59,5.65,5.89,6.04,..,7.449999809
Senegal,SEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,5.65,..,..,..,10.03,..,..,..,..,10.36,..,..,..,6.76,4.460000038,3.690000057,..,2.859999895,..
Serbia,SRB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,13.4,13.2,13.8,13.7,13.7,12.6,12.8,13.8,15.2,18.5,20.85,20.85,18.06,13.7,16.14,19.22,22.97,24,22.15,19.22,17.66,15.26,13.48,12.73,10.39,9.01
Seychelles,SYC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,10.35,..,..,..,..,..,..,..,9.81,..,..,5.5,..,..,..,..,..,4.11,..,..,3.84,4.15,3.96,3.71,3.53,2.97,4.210000038
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.42,..,..,..,..,..,..,..,..,..,4.68,..,..,..,..,..,..
Singapore,SGP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,2.18,3.09,3.07,3.03,3.3,3.57,2.5,3.41,4.85,3.7,3.76,5.65,5.93,5.84,5.59,4.48,3.9,3.96,5.86,4.12,3.89,3.72,3.86,3.74,3.79,4.08,4.2,..,3.1,4.099999905
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,12.2,13.65,13.11,11.34,11.89,12.19,15.95,19.06,19.38,18.72,17.12,18.6,16.26,13.37,11.14,9.51,12.03,14.38,13.62,13.96,14.22,13.18,11.48,9.67,8.13,6.54,5.75,6.69
Slovenia,SVN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,7.08,..,8.51,8.24,7.15,6.91,6.65,7.39,7.32,6.92,5.68,5.92,6.48,6.01,6.51,5.95,4.82,4.37,5.86,7.24,8.17,8.84,10.1,9.67,8.96,8,6.56,5.11,4.45,4.97
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.02,..,..,..,0.69,..,..,..,..,..,..,..
Somalia,SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,25,25.37,29.88,30.69,33.29,32.31,29.45,29.12,28.34,26.54,22.41,23.52,24.68,24.64,24.73,24.56,24.89,25.15,26.54,27.04,26.91,28.47,29.22
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.15,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,16.27,15.93,17.7,22.16,24.21,22.67,22.14,20.7,18.67,15.48,13.79,10.35,11.15,11.28,11.09,9.15,8.45,8.23,11.25,17.86,19.86,21.39,24.79,26.09,24.44,22.06,19.63,17.22,15.25,14.1,15.53
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.9,14.66,14.22,13.82,13.03,12.27,11.35,10.6,9.17,8.88,7.74,7.9,8.76,8.22,8.38,7.67,6.5,5.97,5.22,5.85,4.78,4.12,3.88,4.24,4.19,4.52,4.24,4.05,4.32,..,..
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,5.14,..,..,..,..,..,..,..,..,..,5.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,16.8,17,15.83,16.33,20.47,21.6,18.09,16.49,..,20.39,22.18,20.97,18.7,16,14,12.72,15.37,..,18.86,19.06,22.21,..,..,..,18.86,19.08,15.32,..
